,ticker,sector,company_name,market_cap,market_category,analyst_consensus,stock_outstanding
40,UNP,industrialgoods,Union Pacific,139652583582,Large,StrongBuy,673868864.9971048
41,AAGIY,financial,AIA Group,138834907500,Large,,3028024154.852781
42,LLY,healthcare,Eli Lilly & Co,138465186310,Large,ModerateBuy,956581597.9965458
43,AZN,healthcare,AstraZeneca,138054745002,Large,StrongBuy,2624614923.9923954
44,JD,consumergoods,JD,136745647710,Large,StrongBuy,1549877000.0
45,RDS.B,utilities,Royal Dutch Shell B,136200500061,Large,,3903711666.981943
46,BUD,consumergoods,Anheuser-Busch Inbev Sa,134038141349,Large,ModerateBuy,1971439054.9933815
47,CHTR,services,Charter Communications,133471323897,Large,ModerateBuy,204899176.99877188
48,LIN,basicmaterials,Linde,132967194097,Large,StrongBuy,524856690.99628955
49,CHLKF,technology,China Mobile,130019316395,Large,,20475482896.850395
50,ACGBF,financial,Agricultural Bank of China,130018697083,Large,,351401884008.1081
51,AMGN,healthcare,Amgen,128257566909,Large,ModerateBuy,582168611.9967319
52,ZM,technology,Zoom Video Communications,126203277245,Large,ModerateBuy,284420979.99864775
53,SNY,healthcare,Sanofi-Aventis Sa,126139441676,Large,ModerateBuy,2512737881.9920316
54,HDB,financial,Hdfc Bank,125170899019,Large,ModerateBuy,1835081351.9865124
55,CHL,technology,China Mobile,124490936001,Large,,4095096578.980263
56,SHOP,consumergoods,Shopify,124291741610,Large,ModerateBuy,121912018.99913685
57,SNYNF,healthcare,Sanofi,123940796029,Large,StrongBuy,1235700857.7168496
58,SFTBY,technology,Softbank,123209713774,Large,,3718977173.9812856
59,BA,technology,Boeing,122847304970,Large,ModerateBuy,564529685.9978861
60,SFTBF,technology,SoftBank Group,121759312676,Large,,1859488586.9883933
61,KYCCF,technology,Keyence,121020999447,Large,ModerateBuy,242527053.0
62,PM,consumergoods,Philip Morris,119742022395,Large,ModerateBuy,1557315936.9879048
63,DCMYY,technology,NTT Docomo,119297849235,Large,Hold,3213842921.201509
64,BBL,basicmaterials,BHP Billiton,119209753959,Large,,2528845013.9796352
65,C,financial,Citigroup,118796619226,Large,StrongBuy,2081959677.9880826
66,WFC,financial,Wells Fargo,118205056834,Large,ModerateBuy,4134489570.96887
67,RY,financial,Royal Bank Of Canada,117928824000,Large,ModerateBuy,1422200000.0
68,NTDMF,technology,NTT DoCoMo,117844966092,Large,,3228629208.0
69,TOT,utilities,Total SA,117635484875,Large,ModerateBuy,2628725918.9944134
70,RTNTF,basicmaterials,Rio Tinto,116812902006,Large,ModerateBuy,1524176696.3204594
71,LOW,consumergoods,Lowe's,116469760000,Large,StrongBuy,752000000.0
72,SBUX,services,Starbucks,115257340000,Large,ModerateBuy,1173700000.0
73,SNEJF,consumergoods,Sony,115236589678,Large,,1233532323.6780133
74,SNE,consumergoods,Sony,115008373984,Large,StrongBuy,1233598347.9995708
75,MS,financial,Morgan Stanley,114847904783,Large,ModerateBuy,1809198247.9993699
76,RTX,industrialgoods,Raytheon Technologies,112096459403,Large,StrongBuy,1518716425.999187
77,IBM,technology,International Business Machines,110669293807,Large,ModerateBuy,891057115.9983897
78,SIEGY,industrialgoods,Siemens AG,109455460095,Large,ModerateBuy,1625415207.8259578
79,HSBC,financial,HSBC Holdings,108966609041,Large,,4073518094.990654
80,CMWAY,financial,Commonwealth Bank of Australia,107705393051,Large,Hold,1778784360.8753097
81,BLK,financial,Blackrock,107308058552,Large,StrongBuy,152510706.99961627
82,LMT,technology,Lockheed Martin,105853382839,Large,ModerateBuy,279783746.99740976
83,CMXHF,healthcare,CSL,105240120599,Large,ModerateBuy,454974365.99801135
84,CSLLY,healthcare,CSL,104516711357,Large,,915528305.5098108
85,AMD,technology,Advanced Micro Devices,104287126130,Large,ModerateBuy,1202711637.988698
86,AMT,financial,American Tower,103501712880,Large,StrongBuy,444213360.0
87,HESAY,consumergoods,Hermès International,103410668158,Large,,1050281009.120455
88,HESAF,consumergoods,Hermes International,103003761928,Large,ModerateBuy,104603143.99975628
89,BACHY,financial,Bank of China,102446951346,Large,,11761992117.795635
90,MMM,industrialgoods,3M Company,102166691031,Large,Hold,576821877.9979675
91,NOW,technology,ServiceNow,101299822000,Large,StrongBuy,195100000.0
92,BACHF,financial,Bank of China,100091849021,Large,,294387791238.2353
93,TD,financial,Toronto Dominion Bank,99103749000,Large,Hold,1812100000.0
94,VWAGY,consumergoods,Volkswagen AG,98354130600,Large,,5018067887.755101
95,AXP,financial,American Express,97091251251,Large,Hold,805201950.9951899
96,SQ,technology,Square,96013463456,Large,ModerateBuy,450936800.0
97,CAT,industrialgoods,Caterpillar,94869193960,Large,ModerateBuy,543258282.9983394
98,GSK,healthcare,GlaxoSmithKline,93399359524,Large,ModerateBuy,2508712315.981735
99,SCHW,financial,Charles Schwab,93395224314,Large,ModerateBuy,1877290940.9849246
100,DEO,consumergoods,Diageo,92181059188,Large,ModerateBuy,584682602.9937841
101,INTU,technology,Intuit,92082666890,Large,StrongBuy,262740510.9995149
102,GE,technology,General Electric,91978666500,Large,ModerateBuy,8759873000.0
103,FIS,technology,Fidelity National Info,91816690687,Large,StrongBuy,620508823.9981077
104,DGEAF,consumergoods,Diageo,91070162243,Large,ModerateBuy,2338730411.99281
105,PPRUY,consumergoods,Kering,90738003432,Large,,1262353970.951586
106,TGT,consumergoods,Target,90045715368,Large,StrongBuy,500754728.99566233
107,UBER,technology,Uber Technologies,89599419378,Large,StrongBuy,1763768097.992126
108,EL,consumergoods,The Estée Lauder Companies,89262353221,Large,StrongBuy,361605643.9983796
109,BQCNF,financial,Banque Cantonale Vaudoise,89247787200,Large,,
110,NPSNY,technology,Naspers,89214911470,Large,,2140986596.3522918
111,NPPXF,technology,Nippon Telegraph and Telephone,88625477380,Large,,3715952929.9790354
112,CVS,consumergoods,CVS Health,88521819869,Large,StrongBuy,1308913497.9890583
113,NTTYY,technology,Nippon Telegraph And Telephone,88402520204,Large,Hold,3711272888.4970613
114,NAPRF,technology,Naspers,87867079421,Large,ModerateBuy,428223009.9956138
115,SYK,healthcare,Stryker,87829792354,Large,ModerateBuy,375790656.9998289
116,SE,technology,Sea,87777361040,Large,ModerateBuy,493963764.9971863
117,EADSF,technology,Airbus Group SE,86015229493,Large,ModerateBuy,783666449.4624635
118,EADSY,technology,Airbus SE,85807567344,Large,,3152372055.2534904
119,ISRG,healthcare,Intuitive Surgical,85388776913,Large,ModerateBuy,117555483.99988987
120,DTEGY,technology,Deutsche Telekom,85230519451,Large,ModerateBuy,4742933747.968837
121,BKNG,services,Booking Holdings,84522747385,Large,ModerateBuy,40954911.99970927
122,SNOW,technology,Snowflake,83844066780,Large,ModerateBuy,276694827.99815196
123,XIACF,technology,Xiaomi,83029331850,Large,ModerateSell,24066473000.0
124,RIO,basicmaterials,Rio Tinto,82637256311,Large,ModerateBuy,1246790227.9873264
125,IBDRY,utilities,Iberdrola,82373126450,Large,,1531383648.447667
126,MDLZ,consumergoods,Mondelez International,82220057244,Large,StrongBuy,1430162762.9848669
127,BTI,consumergoods,British American Tobacco,82133839972,Large,ModerateBuy,2294241340.0
128,FRCOF,consumergoods,FAST RETAILING CO,81869941242,Large,Hold,102082221.0
129,GS,financial,Goldman Sachs Group,81385794810,Large,StrongBuy,344067788.9997464
130,SPGI,financial,S&P Global,81332424000,Large,StrongBuy,240600000.0
131,DE,industrialgoods,Deere,80358691501,Large,ModerateBuy,313374766.99684125
132,CNI,industrialgoods,Canadian Railway,78398978000,Large,ModerateBuy,710200000.0
133,SBGSY,industrialgoods,Schneider Electric SE,78243185333,Large,,2775565283.185527
134,FISV,technology,Fiserv,77086951811,Large,ModerateBuy,670437917.9944338
135,ANTM,healthcare,Anthem,76862067005,Large,StrongBuy,248704309.99838212
136,AIQUY,basicmaterials,Air Liquide,76508942750,Large,,2365036870.1700153
137,ZTS,healthcare,Zoetis,76133151925,Large,ModerateBuy,475267818.99619204
138,CHGCF,healthcare,Chugai Pharmaceutical Co,75968890481,Large,,
139,FDX,industrialgoods,FedEx,75705273023,Large,StrongBuy,262591997.99861255
140,TJX,consumergoods,TJX Companies,75301039152,Large,StrongBuy,1199061132.9936306
141,MO,consumergoods,Altria Group,75042965882,Large,StrongBuy,1858419164.9826646
142,CI,healthcare,Cigna,74785939632,Large,StrongBuy,361267279.9961355
143,ADP,technology,Automatic Data Processing,74647940945,Large,ModerateBuy,428813998.99471503
144,GILD,healthcare,Gilead Sciences,74584924865,Large,ModerateBuy,1253528148.9915967
145,SBRCY,financial,Sberbank Rossii OAO,74259101120,Large,ModerateBuy,5608693438.066465
146,AMAT,industrialgoods,Applied Materials,74103763470,Large,StrongBuy,913282763.9881686
147,MELI,technology,Mercadolibre,73687306820,Large,StrongBuy,49776612.99954066
148,DNNGY,utilities,Orsted,73552191785,Large,,1263132264.897819
149,VALE,basicmaterials,Vale SA,73357726642,Large,StrongBuy,5129910953.986013
150,PLD,financial,Prologis,73190469230,Large,StrongBuy,739223000.0
151,DDAIF,consumergoods,Daimler,73166296500,Large,ModerateBuy,1069839106.5945313
152,NIO,consumergoods,Nio,73135444683,Large,StrongBuy,1362180008.9960887
153,DOGEF,utilities,Orsted,72969664860,Large,ModerateBuy,420066000.0
154,CL,consumergoods,Colgate-Palmolive,72645058427,Large,ModerateBuy,857168830.9970502
155,BP,utilities,BP,72321586123,Large,ModerateBuy,3377934895.9831853
156,RCRRF,technology,Recruit Holdings Co,72281707288,Large,,1648385570.9920182
157,CCI,financial,Crown Castle,71146892676,Large,ModerateBuy,431297845.99903005
158,DUK,utilities,Duke Energy,70762415544,Large,ModerateBuy,735958560.0
159,MU,technology,Micron,70611658710,Large,ModerateBuy,1113221798.9910138
160,CSX,industrialgoods,CSX,70542842125,Large,StrongBuy,764774957.9900261
161,BEKE,technology,KE Holdings Inc. Sponsored ADR Class A,69174452369,Large,ModerateBuy,1143379378.0
162,CB,financial,Chubb,68847545110,Large,StrongBuy,451370517.9964597
163,BYDDF,consumergoods,BYD Co,68653714946,Large,StrongBuy,2728685013.7519875
164,BYDDY,consumergoods,BYD Company,68558229921,Large,,1378886362.0474658
165,DSKYF,healthcare,Daiichi Sankyo Company,68249104419,Large,,1945527491.9897377
166,NJDCY,industrialgoods,Nidec,68104412946,Large,,2357369780.0623055
167,SNAP,technology,Snap,67883518140,Large,ModerateBuy,1489980643.9859526
168,USB,financial,US Bancorp,67307663869,Large,Hold,1506438313.9883616
169,NNDNF,industrialgoods,Nidec,67260724417,Large,,585894811.9947735
170,ITW,industrialgoods,Illinois Tool Works,66817427097,Large,Hold,316520260.9995263
171,DKILY,industrialgoods,DAIKIN INDUSTRIES,66797149335,Large,ModerateBuy,2919455827.5786715
172,SHW,basicmaterials,Sherwin-Williams Company,66415420012,Large,ModerateBuy,90824505.99931625
173,SWGAY,consumergoods,SWATCH,66335855509,Large,,5158309137.558321
174,KDDIY,technology,KDDI,66241799020,Large,,4587382203.601109
175,KDDIF,technology,KDDI,66011792774,Large,,2300062465.9930315
176,BDX,healthcare,Becton Dickinson,65936399295,Large,ModerateBuy,289868550.9957357
177,BASFY,basicmaterials,BASF SE,65652857047,Large,,3673914775.9932847
178,PBR,utilities,Petroleo Brasileiro SA- Petrobras,65416669318,Large,ModerateSell,6522100629.91027
179,TFC,financial,Truist Financial,65397219509,Large,ModerateBuy,1348118315.9967017
180,BNPQY,financial,BNP Paribas,65212800367,Large,Hold,2504331811.3287253
181,GM,consumergoods,General Motors,65067243496,Large,StrongBuy,1431307600.0
182,D,utilities,Dominion Energy,64784194333,Large,ModerateBuy,815819094.9880368
183,DKILF,industrialgoods,DAIKIN INDUSTRIES,64585206940,Large,,281723912.49727374
184,SHECF,basicmaterials,Shin-Etsu Chemical Co,64570028059,Large,ModerateSell,415241338.0
185,ENB,industrialgoods,Enbridge,64442470584,Large,StrongBuy,2025219062.9792583
186,LRCX,technology,Lam Research,64340439311,Large,StrongBuy,144009219.99865708
187,SO,utilities,Southern Co,64314574953,Large,Hold,1056241992.9873543
188,NTES,technology,NetEase,64296906842,Large,StrongBuy,685468090.0
189,LFC,financial,China Life Insurance Company,64217421120,Large,,5652942000.0
190,INFY,technology,Infosys,64063161593,Large,ModerateBuy,4242593482.9801326
191,ADDYY,consumergoods,Adidas,63791357334,Large,ModerateBuy,391838804.2628992
192,NTDOF,consumergoods,Nintendo Co,63619174382,Large,,119123645.99857695
193,SAFRY,technology,SAFRAN SA,63589033894,Large,,1723747191.488208
194,NTDOY,consumergoods,Nintendo Co,63469078588,Large,ModerateBuy,952989167.9879881
195,ATLKY,industrialgoods,Atlas Copco,63410625278,Large,Hold,1215927617.9865773
196,CILJF,financial,China Life Insurance Co,62959641525,Large,,28233023105.381165
197,CME,financial,CME Group,62747966449,Large,ModerateBuy,358990596.9963957
198,BAM,financial,Brookfield Asset Mng,62740460273,Large,StrongBuy,1509635713.979788
199,HKXCY,financial,Hong Kong Exchanges & Clearing,62719896390,Large,,1269376571.3418338
200,RBGLY,consumergoods,Reckitt Benckiser Group,62412686801,Large,,3620225452.4941998
201,PTR,utilities,Petrochina Company,62410153429,Large,ModerateSell,1830209777.9765396
202,HKXCF,financial,Hong Kong Exchanges & Clearing,62314188550,Large,,1267837000.0
203,ECL,basicmaterials,Ecolab,62235613249,Large,Hold,285445182.9977526
204,ESLOY,healthcare,EssilorLuxottica SA,61881944987,Large,StrongBuy,877633597.8868245
205,EQIX,financial,Equinix,61795607582,Large,StrongBuy,89101720.99950977
206,ZURVY,financial,Zurich Insurance Group AG,61740316521,Large,,1486285905.657198
207,APD,basicmaterials,Air Products and Chemicals,61471915767,Large,StrongBuy,221026591.99985617
208,NSC,industrialgoods,Norfolk Southern,61327299713,Large,ModerateBuy,253985337.9980121
209,ZFSVF,financial,Zurich Insurance Group,61140680353,Large,StrongBuy,148058312.99915245
210,PCCYF,utilities,PetroChina Company,61028345053,Large,,179495132508.82352
211,HEINY,consumergoods,Heineken,61005888182,Large,ModerateBuy,1152576765.1993198
212,BNS,financial,Bank Of Nova Scotia,60244364170,Large,ModerateBuy,1211429000.0
213,DPSGY,industrialgoods,Deutsche Post,59692542000,Large,ModerateBuy,1238948567.8704858
214,PNC,financial,PNC Financial,59593551979,Large,ModerateBuy,423701044.99822253
215,BAMXF,consumergoods,Bayerische Motoren Werke Aktiengesellschaft,59561170000,Large,ModerateBuy,658862500.0
216,VMW,technology,VMware,59527819284,Large,ModerateBuy,420127173.99957657
217,ADSK,technology,Autodesk,59477285596,Large,StrongBuy,219279182.99660817
218,BMWYY,consumergoods,Bayerische Motoren Werke Aktiengesellschaft,59258053676,Large,Hold,1978566065.9766278
219,ATVI,consumergoods,Activision Blizzard,59131303224,Large,StrongBuy,772857184.9954253
220,GPN,technology,Global Payments,58972434774,Large,StrongBuy,299337265.9966499
221,AKSJF,financial,Sberbank Russia OJSC,58454713641,Large,,
222,MMC,financial,Marsh & Mclennan Companies,58443569265,Large,ModerateBuy,507190568.9924499
223,MUFG,financial,Mitsubishi UFJ,58443182925,Large,,12844655587.912088
224,ICE,financial,Intercontinental Exchange,58334222423,Large,StrongBuy,561283771.990763
225,OGZPY,utilities,Gazprom PJSC,58166700000,Large,ModerateBuy,11822500000.0
226,NABZY,financial,National Australia Bank,57810178011,Large,ModerateBuy,6539612897.171946
227,MBFJF,financial,Mitsubishi UFJ Financial Group,57800950146,Large,,12759591643.708609
228,BAYRY,healthcare,Bayer,57609348168,Large,,3940447891.1080713
229,SNP,utilities,China Petroleum,57496717439,Large,Hold,1210712095.9991577
230,ISRMF,utilities,Isramco Negev 2,56990054638,Large,,
231,VRTX,healthcare,Vertex Pharmaceuticals,56714264681,Large,ModerateBuy,260037893.998166
232,ADYEY,technology,Adyen,56427549625,Large,,1527546010.4223065
233,AXAHY,financial,AXA SA,56395457112,Large,ModerateBuy,2383578068.9771767
234,BSBR,financial,Banco Santander Brasil,56180238850,Large,ModerateBuy,7460855092.961487
235,NAUBF,financial,National Australia Bank,55868914208,Large,,3145772196.396396
236,PBCRF,financial,PT Bank Central Asia Tbk,55473772500,Large,,
237,WBK,financial,Westpac Banking,55419139590,Large,ModerateBuy,3610367400.0
238,TAK,healthcare,Takeda Pharmaceutical Company,55405337915,Large,ModerateBuy,3126712071.952596
239,CEO,utilities,CNOOC,55367310061,Large,ModerateBuy,446474558.9952423
240,ADYYF,technology,Adyen,55207551785,Large,ModerateBuy,30280412.999599606
241,TKPHF,healthcare,Takeda Pharmaceutical Co,54795629061,Large,,1547899126.0169492
242,ABB,industrialgoods,ABB,54660849357,Large,ModerateBuy,2058789052.9943502
243,MTHRF,services,M3,54631775639,Large,ModerateBuy,665267603.9819776
244,PLTR,technology,Palantir Technologies,54553975989,Large,Hold,1877933768.9845095
245,SNPMF,utilities,China Petroleum & Chemical,54482044340,Large,,115919243276.59575
246,REGN,healthcare,Regeneron,54239861053,Large,ModerateBuy,106706263.99834746
247,ITUB,financial,Itau Unibanco,54181635772,Large,ModerateBuy,9762456895.855856
248,DG,consumergoods,Dollar General,54040312466,Large,StrongBuy,249033698.0
249,TEAM,technology,Atlassian,53914847074,Large,StrongBuy,249201973.99584007
250,OLCLY,services,Oriental Land Co,53771698530,Large,ModerateSell,1568145188.976378
251,MRAAF,technology,Murata Manufacturing Co,53706256607,Large,,639817209.9952347
252,AMXVF,technology,America Movil SAB de CV,53607074640,Large,,67008843300.0
253,OJSCY,utilities,Rosneft Oil Co PJSC,53121600000,Large,Hold,8513076923.076922
254,HUM,healthcare,Humana,53074215509,Large,ModerateBuy,132341450.99990025
255,MRAAY,technology,Murata Manufacturing Co,52887290578,Large,ModerateBuy,2550014010.51109
256,NTOIY,utilities,Neste,52842517564,Large,ModerateBuy,1533890205.0507982
257,RACE,consumergoods,Ferrari,52692857120,Large,ModerateBuy,248094811.99679837
258,EQNR,utilities,Equinor ASA,52529707956,Large,ModerateBuy,3246582691.9653893
259,EW,healthcare,Edwards Lifesciences,52483737069,Large,ModerateBuy,623248272.9960812
260,UBS,financial,UBS Group AG,52455741046,Large,ModerateBuy,3587943983.9945283
261,PGR,financial,Progressive,52352460127,Large,Hold,585597987.9977628
262,WEBNF,financial,Westpac Banking,52205912604,Large,ModerateBuy,3394402640.0520153
263,NOC,technology,Northrop,52058732539,Large,StrongBuy,166715981.99897522
264,HCA,healthcare,HCA Healthcare,51981121414,Large,StrongBuy,338374700.0
265,MCO,financial,Moody's,51939846000,Large,ModerateBuy,187800000.0
266,HNDAF,consumergoods,Honda Motor Co,51798293580,Large,,1726609786.0
267,DELL,technology,Dell Technologies,51784838444,Large,ModerateBuy,746717208.9978371
268,WDAY,technology,Workday,51571200000,Large,ModerateBuy,240000000.0
269,SPOT,technology,Spotify Technology SA,51205326764,Large,ModerateBuy,189586162.99751937
270,HMC,consumergoods,Honda Motor Company,50675997219,Large,,1726609785.9965928
271,WM,services,Waste Management,50560605050,Large,ModerateBuy,422606193.99866265
272,TOELF,technology,Tokyo Electron,50514815892,Large,,155191446.67281106
273,TOELY,technology,Tokyo Electron,50290858580,Large,ModerateBuy,619727154.405422
274,ADI,technology,Analog Devices,50241650323,Large,StrongBuy,369559766.9952189
275,ANEWF,financial,Australia and New Zealand Banking Group,49408240063,Large,ModerateBuy,2839554026.6091957
276,ANZBY,financial,Australia & New Zealand Banking Group,49394038212,Large,,2840370224.9568715
277,TWLO,technology,Twilio,49027170653,Large,StrongBuy,160481736.99836335
278,DBSDY,financial,DBS Group,48859416305,Large,,637601674.3442516
279,NOVKY,utilities,Novatek OAO,48802000000,Large,ModerateBuy,292332574.57769257
280,HOCPY,healthcare,HOYA,48751783114,Large,,375794211.93247515
281,ETN,industrialgoods,Eaton,48704934000,Large,ModerateBuy,398600000.0
282,AMX,technology,America Movil,48681924657,Large,ModerateBuy,3350442164.96903
283,CFRUY,consumergoods,Compagnie Financiere Richemont,48598600000,Large,,5684046783.6257305
284,PDRDY,consumergoods,Pernod Ricard,48433754642,Large,ModerateBuy,1310437084.469697
285,SAN,financial,Banco Santander SA,48276900000,Large,ModerateBuy,16590000000.0
286,DBSDF,financial,DBS Group Holdings,48269066075,Large,Hold,2539140771.962125
287,BMO,financial,Bank Of Montreal,48088233072,Large,ModerateBuy,642804879.9893062
288,BSX,healthcare,Boston Scientific,48040964949,Large,StrongBuy,1431921458.9865873
289,VLVLY,industrialgoods,Volvo AB,48009600358,Large,ModerateBuy,2040357006.2898426
290,KMB,consumergoods,Kimberly Clark,47857235800,Large,ModerateBuy,340136714.9964464
291,HOCPF,healthcare,HOYA,47770153297,Large,ModerateBuy,367462717.66923076
292,DD,basicmaterials,DuPont de Nemours,47619500868,Large,StrongBuy,733849604.9930652
293,AON,financial,Aon,47568203528,Large,Hold,228616347.99826983
294,DASTY,technology,Dassault Systemes SA,47488840543,Large,ModerateBuy,261157284.1124065
295,WMMVF,consumergoods,Wal-Mart de Mexico SAB de CV,47145787103,Large,ModerateBuy,17461402630.740738
296,OLCLF,services,Oriental Land Co,46831302738,Large,,
297,EMR,industrialgoods,Emerson Electric Company,46802568687,Large,ModerateBuy,598039466.9946332
298,FANUY,industrialgoods,Fanuc,46755453734,Large,ModerateBuy,1892933349.554656
299,LULU,consumergoods,Lululemon Athletica,46626100529,Large,ModerateBuy,130313305.0
300,COP,utilities,Conocophillips,46597223638,Large,StrongBuy,1068008792.9864771
301,WMMVY,consumergoods,Wal-Mart de Mexico,46549480201,Large,,1757247270.705927
302,LUKOY,utilities,Oil company LUKOIL PJSC,46529703690,Large,StrongBuy,652499000.0
303,NEM,basicmaterials,Newmont Mining,46418028302,Large,ModerateBuy,803358052.9941156
304,BIDU,technology,Baidu,46386287040,Large,StrongBuy,341075640.0
305,SCCO,basicmaterials,Southern Copper,46368934674,Large,ModerateSell,773073268.9896632
306,XPEV,consumergoods,"XPeng, Inc. ADR",46257871941,Large,StrongBuy,719742833.9971994
307,PHG,healthcare,Koninklijke Philips,46155704000,Large,Hold,909472000.0
308,RLXXF,services,RELX plc,45401672292,Large,ModerateBuy,1931986054.9787233
309,NILSY,basicmaterials,MMC Norilsk Nickel PJSC,45384802516,Large,ModerateBuy,1582454759.972106
310,RELX,services,Relx,45208473687,Large,,1931986055.0
311,ISNPY,financial,Intesa Sanpaolo,45146833806,Large,,3254998832.444124
312,LZAGY,healthcare,Lonza Group,44975496375,Large,Hold,744134619.0436797
313,VOD,technology,Vodafone,44970544392,Large,,2683206705.966587
314,IBN,financial,Icici Bank,44848031709,Large,,3449848593.0
315,EPD,industrialgoods,Enterprise Products Partners,44443456732,Large,StrongBuy,2182880978.9783893
316,MNST,consumergoods,Monster Beverage,44387240928,Large,StrongBuy,527916756.99333966
317,ILMN,healthcare,Illumina,44381080000,Large,Hold,146000000.0
318,TAL,services,TAL Education Group,44338595384,Large,StrongBuy,600387208.9911984
319,SEMHF,healthcare,Siemens Healthineers AG,44249967505,Large,ModerateBuy,
320,IFNNF,technology,Infineon Technologies AG,44197318658,Large,ModerateBuy,1299921137.0
321,NXPI,technology,NXP Semiconductors,44108118485,Large,StrongBuy,279749593.9937845
322,IFNNY,technology,Infineon,44002330487,Large,ModerateBuy,1303000606.6627183
323,ROP,technology,Roper Technologies,43885936907,Large,ModerateBuy,104872360.99839893
324,CP,industrialgoods,Canadian Pacific,43872229788,Large,ModerateBuy,134499002.99825254
325,GD,technology,General Dynamics,43631245686,Large,Hold,286972150.0
326,ABEV,consumergoods,Ambev SA,43424282863,Large,ModerateBuy,15733435819.927538
327,MRNA,healthcare,Moderna,43203629263,Large,ModerateBuy,395710104.9917567
328,LVS,services,Las Vegas Sands,43186842300,Large,ModerateBuy,763828126.9897418
329,SMFNF,financial,Sumitomo Mitsui Financial Group,43101258384,Large,,1401211260.8582573
330,MET,financial,Metlife,42981540980,Large,StrongBuy,899948512.9815745
331,ECIFY,utilities,Electricite de France SA,42916661658,Large,,15218674346.808512
332,PUK,financial,Prudential,42747496744,Large,,1304470452.9752822
333,KDP,consumergoods,Keurig Dr Pepper,42681992407,Large,StrongBuy,1407253293.9993408
334,AAUKF,basicmaterials,Anglo American,42650384953,Large,StrongBuy,1379378556.0478654
335,BBD,financial,Banco Bradesco SA,42410529048,Large,ModerateBuy,8835526885.0
336,AEP,utilities,American Electric Power,42376774517,Large,StrongBuy,496389533.993206
337,TRP,industrialgoods,TC Energy,42375200000,Large,StrongBuy,940000000.0
338,FSUMF,basicmaterials,Fortescue Metals Group,42228003850,Large,ModerateBuy,3077842846.2099123
